type,count,id,type_key,type_lbl,type_lvl
TH,1,30456753,TH,Th,2.0
TREG,4,30560927,TREG,Treg,2.0
T,1,30560927,,,
T,1,30325558,,,
TFH,1,30325558,TFH,Tfh,2.0
TH,1,30151740,TH,Th,2.0
THELPER,1,30151740,TH,Th,2.0
TREG,1,29996743,TREG,Treg,2.0
MAIT,3,29470597,MAIT,Mucosal-associated Invariant T,1.0
T,1,29470597,,,
TH17,1,28993118,TH17,Th17,1.0
TREG,1,28993118,TREG,Treg,2.0
TREG,1,29982851,TREG,Treg,2.0
TH22,1,29708439,TH22,Th22,1.0
TREG,1,30539029,TREG,Treg,2.0
TH2,1,30402504,TH2,Th2,1.0
TREG,2,30270447,TREG,Treg,2.0
TRESP,1,30270447,TRESP,Responsive T Cell,3.0
TREG,1,30180771,TREG,Treg,2.0
TH,1,30118900,TH,Th,2.0
THELPER,2,30066977,TH,Th,2.0
TH1,1,30066977,TH1,Th1,1.0
TH9,1,29927662,TH9,Th9,1.0
T,1,29791021,,,
TREG/TRESP,6,29722011,TREG,Treg,2.0
TUMOURINFILTRATING,2,30510965,,,
TH17,2,30347676,TH17,Th17,1.0
TFH,1,30347676,TFH,Tfh,2.0
TREG,1,30119214,TREG,Treg,2.0
TREG,1,30072243,TREG,Treg,2.0
TREGS/TH17,2,30067145,TREG17,Type 17 Treg,1.0
TREG,1,30067145,TREG,Treg,2.0
TH,1,30067145,TH,Th,2.0
T,1,30059947,,,
TREG,1,30059947,TREG,Treg,2.0
NK/T,1,29693696,NKT,Natural Killer T,1.0
T,1,30271793,,,
TREG,1,30271793,TREG,Treg,2.0
TREG,1,29940295,TREG,Treg,2.0
TEFF,1,30231065,TEFF,Effector,2.0
TREG,1,30231065,TREG,Treg,2.0
TREG,2,29990511,TREG,Treg,2.0
TH17,2,29682722,TH17,Th17,1.0
T,2,29415633,,,
TREG,1,29415633,TREG,Treg,2.0
TREG,2,30159338,TREG,Treg,2.0
MAIT,2,30135490,MAIT,Mucosal-associated Invariant T,1.0
T,1,30135490,,,
TREG,1,30125309,TREG,Treg,2.0
TREG,1,29956798,TREG,Treg,2.0
TH,1,29908492,TH,Th,2.0
T,1,29870918,,,
TFR,1,29870918,TFREG,Follicular Treg,1.0
TFH,1,29870918,TFH,Tfh,2.0
T,1,29851536,,,
TREG,1,29851536,TREG,Treg,2.0
TAXCTL,1,29845702,,,
TREG/TH17,1,29803792,TREG17,Type 17 Treg,1.0
TREG,1,29697291,TREG,Treg,2.0
TREG,1,30146748,TREG,Treg,2.0
TF,1,30135219,,,
T,1,30127439,,,
TREG,2,30103447,TREG,Treg,2.0
T,1,30089837,,,
TREG,1,30089837,TREG,Treg,2.0
TREG,1,29778842,TREG,Treg,2.0
TH1,1,30011861,TH1,Th1,1.0
MAIT,2,29743612,MAIT,Mucosal-associated Invariant T,1.0
T,1,29743612,,,
THELPER,1,29710675,TH,Th,2.0
TH17,1,29697763,TH17,Th17,1.0
TREG,2,30057919,TREG,Treg,2.0
T,1,30057919,,,
TREG,1,30005684,TREG,Treg,2.0
TREG,1,29936792,TREG,Treg,2.0
TTPOVEREXPRESSED,1,29936792,,,
TGFΒ,1,29802426,,,
TFH,1,29793949,TFH,Tfh,2.0
TREG,1,29790701,TREG,Treg,2.0
TSCM,2,29790621,TSCM,Stem Memory,1.0
TR1,1,29729899,TREG1,Type 1 Treg,1.0
TH,2,29728642,TH,Th,2.0
TREG,1,29709770,TREG,Treg,2.0
T,1,29688330,,,
INKT,1,29688330,NKT,Natural Killer T,1.0
TFH,1,29672235,TFH,Tfh,2.0
TREG,1,29671006,TREG,Treg,2.0
T,1,29582333,,,
MAIT,1,29582333,MAIT,Mucosal-associated Invariant T,1.0
T,1,29467445,,,
TREG,1,29467445,TREG,Treg,2.0
T,1,28954601,,,
TREG,1,28954601,TREG,Treg,2.0
T,1,29883464,,,
TGFΒ1,1,29883464,,,
MAIT,2,29858567,MAIT,Mucosal-associated Invariant T,1.0
T,1,29858567,,,
T,1,29743369,,,
TFR,1,29683413,TFREG,Follicular Treg,1.0
TFH,1,29683413,TFH,Tfh,2.0
TREG,1,29626493,TREG,Treg,2.0
TRM,2,29500823,TRM,Tissue Resident Memory,1.0
T,1,29500823,,,
T,1,29283462,,,
TREG,1,29283462,TREG,Treg,2.0
TH17,1,29283462,TH17,Th17,1.0
T,1,29266628,,,
MAIT,1,29266628,MAIT,Mucosal-associated Invariant T,1.0
TREG,1,29184980,TREG,Treg,2.0
TREG,1,30013991,TREG,Treg,2.0
TREG,1,29625390,TREG,Treg,2.0
TREG,1,29381418,TREG,Treg,2.0
T,1,29309928,,,
TREG,1,29309928,TREG,Treg,2.0
TREG,1,30003111,TREG,Treg,2.0
TREG,1,29970436,TREG,Treg,2.0
TREG,1,29913039,TREG,Treg,2.0
TREG,1,29888291,TREG,Treg,2.0
T,1,29758052,,,
T,1,29742730,,,
TREG,1,29742730,TREG,Treg,2.0
HTERT,1,29674449,,,
TFH,2,29563292,TFH,Tfh,2.0
TH2,1,29862274,TH2,Th2,1.0
T,1,29844370,,,
TREG,1,29844370,TREG,Treg,2.0
TREG,1,29802207,TREG,Treg,2.0
TH17,1,29655629,TH17,Th17,1.0
TSCM,1,29506985,TSCM,Stem Memory,1.0
TH17,1,29499402,TH17,Th17,1.0
T,2,29490514,,,
TREG,1,29419888,TREG,Treg,2.0
TIL,1,29419888,,,
TREGULATORY,1,29408689,TREG,Treg,2.0
THELPER,2,29392921,TH,Th,2.0
TH17,1,29392921,TH17,Th17,1.0
TREGULATORY,1,29392921,TREG,Treg,2.0
TREG,1,29392921,TREG,Treg,2.0
TREG,1,29288698,TREG,Treg,2.0
TREG,1,29197065,TREG,Treg,2.0
TH17,1,29197065,TH17,Th17,1.0
MAIT,1,29097439,MAIT,Mucosal-associated Invariant T,1.0
T,2,29850635,,,
TREG,1,29850635,TREG,Treg,2.0
TREG,2,29729703,TREG,Treg,2.0
TH2,1,29700302,TH2,Th2,1.0
T,1,29693595,,,
TFH,5,29626170,TFH,Tfh,2.0
TIM3,3,29482158,,,
T,1,29482158,,,
TFH,1,29482158,TFH,Tfh,2.0
TH17,2,29475096,TH17,Th17,1.0
TREG,1,29475096,TREG,Treg,2.0
TH1,1,29475096,TH1,Th1,1.0
TH17,1,29473686,TH17,Th17,1.0
TREG,1,29453041,TREG,Treg,2.0
T,1,29452961,,,
T,1,29360498,,,
TH17,2,29353353,TH17,Th17,1.0
TREG,1,29353353,TREG,Treg,2.0
TREG/TH17,1,29353353,TREG17,Type 17 Treg,1.0
TREG,1,28735449,TREG,Treg,2.0
TREG,1,29854846,TREG,Treg,2.0
TREG,1,29648914,TREG,Treg,2.0
TREG,1,29553094,TREG,Treg,2.0
TREG,1,29551296,TREG,Treg,2.0
TREG,1,29532697,TREG,Treg,2.0
TREG,1,29436663,TREG,Treg,2.0
T,2,29244194,,,
TH,1,28667758,TH,Th,2.0
TREG,1,28298162,TREG,Treg,2.0
TH17/TREG,1,28298162,TH17,Th17,1.0
TIL,1,29750176,,,
T,1,29743811,,,
TREG,1,29589640,TREG,Treg,2.0
TH17,1,29589398,TH17,Th17,1.0
TIM,1,29562907,,,
T,1,29545616,,,
TREG,1,29545616,TREG,Treg,2.0
TFH,1,29545616,TFH,Tfh,2.0
TH17,1,29543869,TH17,Th17,1.0
TREG,1,29543869,TREG,Treg,2.0
T,1,29543869,,,
TREG,3,29492873,TREG,Treg,2.0
TREG,1,29491069,TREG,Treg,2.0
T,1,29490770,,,
TREG,1,29490770,TREG,Treg,2.0
TREG,1,29408212,TREG,Treg,2.0
TEFF,1,29408212,TEFF,Effector,2.0
TREG,1,29407585,TREG,Treg,2.0
TREG,2,29407232,TREG,Treg,2.0
TH1,1,29407232,TH1,Th1,1.0
TREG,1,29405108,TREG,Treg,2.0
TEFF,1,29337047,TEFF,Effector,2.0
T,1,29337047,,,
TREG,1,29324358,TREG,Treg,2.0
TREG,1,29315988,TREG,Treg,2.0
T,2,29306022,,,
TREG,1,29306022,TREG,Treg,2.0
TIL,1,29306022,,,
T,2,29283192,,,
TH,1,29214756,TH,Th,2.0
TH17CYTOKINE,1,29193036,,,
TH,1,29154465,TH,Th,2.0
THELPER,1,29154465,TH,Th,2.0
TREG,1,29154465,TREG,Treg,2.0
CART,1,29127433,,,
T,1,29106304,,,
MAIT,1,29106304,MAIT,Mucosal-associated Invariant T,1.0
TREG,1,29089144,TREG,Treg,2.0
TREG,1,28881482,TREG,Treg,2.0
TEM,1,28881482,TEM,Effector Memory,2.0
T,1,28881482,,,
T,1,28792648,,,
MAIT,1,28792648,MAIT,Mucosal-associated Invariant T,1.0
TREG,1,28766553,TREG,Treg,2.0
TREG,1,29693024,TREG,Treg,2.0
T,1,29595664,,,
TFH,1,29595664,TFH,Tfh,2.0
T,7,29562195,,,
NKT,1,29562195,NKT,Natural Killer T,1.0
MAIT,1,29562195,MAIT,Mucosal-associated Invariant T,1.0
TREG,1,29549257,TREG,Treg,2.0
TH17,1,29549233,TH17,Th17,1.0
TH17,1,29510522,TH17,Th17,1.0
TREG,1,29504099,TREG,Treg,2.0
T,2,29500225,,,
TH,1,29500225,TH,Th,2.0
TREG,1,29500225,TREG,Treg,2.0
T,2,29437964,,,
TH,1,29437964,TH,Th,2.0
TFR,1,29414660,TFREG,Follicular Treg,1.0
TFH,1,29414660,TFH,Tfh,2.0
T,1,29388341,,,
T,1,29368256,,,
TREG,1,29365365,TREG,Treg,2.0
T,1,29363849,,,
T,1,29286121,,,
TREG,1,29229400,TREG,Treg,2.0
T,1,28679299,,,
TREG,1,28679299,TREG,Treg,2.0
T,1,29651443,,,
TREG,1,29651443,TREG,Treg,2.0
T,2,29466754,,,
TH,1,29443964,TH,Th,2.0
TEM,1,29437556,TEM,Effector Memory,2.0
TCM,1,29437556,TCM,Central Memory,2.0
MAIT,2,29401462,MAIT,Mucosal-associated Invariant T,1.0
T,1,29401462,,,
TIL,1,29390966,,,
NKT,1,29389901,NKT,Natural Killer T,1.0
TH,2,29289462,TH,Th,2.0
TREG,1,29282311,TREG,Treg,2.0
TREG,1,29273462,TREG,Treg,2.0
TRANSFORMED,1,29156213,,,
T,1,29113525,,,
TSCM,1,28994018,TSCM,Stem Memory,1.0
T,1,28974433,,,
T,2,28960271,,,
MAIT,2,28960271,MAIT,Mucosal-associated Invariant T,1.0
TH,1,28481430,TH,Th,2.0
TIL,1,28363679,,,
T,1,29471566,,,
MAIT,1,29471566,MAIT,Mucosal-associated Invariant T,1.0
TREG,1,29467463,TREG,Treg,2.0
T,6,29466753,,,
TREG,1,29447279,TREG,Treg,2.0
T,1,29444704,,,
TREG,1,29444704,TREG,Treg,2.0
T,9,29426701,,,
MAIT,2,29298833,MAIT,Mucosal-associated Invariant T,1.0
T,1,29298833,,,
TUMORINFILTRATING,1,29286921,,,
T,1,29278881,,,
TREG,1,29278881,TREG,Treg,2.0
TREG,1,29277503,TREG,Treg,2.0
MAIT,1,29265516,MAIT,Mucosal-associated Invariant T,1.0
TH17,1,29257310,TH17,Th17,1.0
T,1,29207121,,,
T,1,29132672,,,
TREG,2,29033080,TREG,Treg,2.0
TH17,1,29033080,TH17,Th17,1.0
TC17,1,29033080,TC17,Tc17,1.0
T,1,28930796,,,
TREG,1,28930796,TREG,Treg,2.0
TREG,1,28894974,TREG,Treg,2.0
T,1,28894974,,,
TGFΒ,1,28733878,,,
T,2,28460058,,,
TH1,1,28322863,TH1,Th1,1.0
TREG,1,28322863,TREG,Treg,2.0
TFH,1,28322863,TFH,Tfh,2.0
TH1,1,30439714,TH1,Th1,1.0
TREG,1,30199269,TREG,Treg,2.0
TCD8,1,30114952,,,
TCD4,1,30114952,,,
TCD56,1,30114952,,,
TCD19,1,30114952,,,
T,1,30056892,,,
TREG,1,30056892,TREG,Treg,2.0
TH,1,30001644,TH,Th,2.0
TREG,1,29874664,TREG,Treg,2.0
TREG,1,29739687,TREG,Treg,2.0
TH22,1,29737208,TH22,Th22,1.0
T,1,29409739,,,
TFH,1,29409739,TFH,Tfh,2.0
T,1,29388103,,,
TFH,1,29388103,TFH,Tfh,2.0
TH,1,29386429,TH,Th,2.0
THELPER,1,29363368,TH,Th,2.0
TREG,1,29359507,TREG,Treg,2.0
MAIT,4,29357366,MAIT,Mucosal-associated Invariant T,1.0
T,1,29357366,,,
TCM,1,29352091,TCM,Central Memory,2.0
T,1,29342105,,,
TH2,1,29339496,TH2,Th2,1.0
T,1,29324905,,,
T,1,29324739,,,
TR1,1,29324739,TREG1,Type 1 Treg,1.0
TIL,1,29320521,,,
T,1,29295981,,,
TREG,1,29295981,TREG,Treg,2.0
T,1,29258739,,,
T,1,29251002,,,
TH,1,29251002,TH,Th,2.0
TREG,1,29237775,TREG,Treg,2.0
T,2,29229383,,,
TIL,1,29229383,,,
TREG,2,29180490,TREG,Treg,2.0
TR1,1,29180490,TREG1,Type 1 Treg,1.0
TREG,1,29149705,TREG,Treg,2.0
TH17,1,29149703,TH17,Th17,1.0
TH,1,29115398,TH,Th,2.0
TREG,1,29064587,TREG,Treg,2.0
TREG,1,28945272,TREG,Treg,2.0
TBET,1,28945272,,,
TREG,1,28940360,TREG,Treg,2.0
T,1,28749570,,,
TFR,1,28749570,TFREG,Follicular Treg,1.0
TFH,1,28749570,TFH,Tfh,2.0
TREG,1,28704827,TREG,Treg,2.0
T,1,28591933,,,
TFH,1,28591933,TFH,Tfh,2.0
TFH,1,28500636,TFH,Tfh,2.0
T,2,28401935,,,
TREG,1,28401935,TREG,Treg,2.0
TREG,1,30178633,TREG,Treg,2.0
TIL,1,30165351,,,
TSASENSITIZED,1,29794415,,,
T,1,29727769,,,
NKT,1,29727769,NKT,Natural Killer T,1.0
TREG,1,29439708,TREG,Treg,2.0
TIL,1,29414812,,,
T,1,29386580,,,
TREG,1,29386580,TREG,Treg,2.0
TH17,1,29346060,TH17,Th17,1.0
TREG,1,29346060,TREG,Treg,2.0
T,1,29346060,,,
MAIT,2,29343684,MAIT,Mucosal-associated Invariant T,1.0
T,1,29343684,,,
T,1,29311383,,,
TUMORASSOCIATED,1,29311383,,,
TREG,1,29311383,TREG,Treg,2.0
TONSIL,1,29237776,,,
T,1,29212666,,,
TBET,1,29212666,,,
TFH,1,29212666,TFH,Tfh,2.0
TC17,1,29205464,TC17,Tc17,1.0
TH,1,29190492,TH,Th,2.0
TUMOURINFILTRATING,1,29123259,,,
ΓΔT,6,29104081,γδT,γδT,2.0
TREG,1,28868628,TREG,Treg,2.0
TREG,1,28843039,TREG,Treg,2.0
TH,1,28463581,TH,Th,2.0
TREG/TH17,1,27216911,TREG17,Type 17 Treg,1.0
T,1,29270752,,,
TREG,1,29267664,TREG,Treg,2.0
TREG,1,29246111,TREG,Treg,2.0
T,1,29212384,,,
TRM,2,29211713,TRM,Tissue Resident Memory,1.0
TH,1,29206151,TH,Th,2.0
TREG,1,29196621,TREG,Treg,2.0
TREG,1,29172969,TREG,Treg,2.0
TREG,1,29166179,TREG,Treg,2.0
T,1,29137933,,,
TREG,1,29126272,TREG,Treg,2.0
TREG,1,29111093,TREG,Treg,2.0
T,2,29109300,,,
TFR,2,29109300,TFREG,Follicular Treg,1.0
TREG,1,29109300,TREG,Treg,2.0
TFH,1,29109300,TFH,Tfh,2.0
TH17,1,29099629,TH17,Th17,1.0
TREG,6,29083399,TREG,Treg,2.0
TREG,3,29070649,TREG,Treg,2.0
TH,1,29070649,TH,Th,2.0
TIL,1,29060923,,,
T,1,29039547,,,
TFH,1,29039547,TFH,Tfh,2.0
T9<SUB,1,29038366,,,
TREG,1,28993429,TREG,Treg,2.0
TREG,1,28941312,TREG,Treg,2.0
TISSUERESIDENT,1,28920588,,,
TREG,1,28825123,TREG,Treg,2.0
MAIT,2,28798979,MAIT,Mucosal-associated Invariant T,1.0
T,1,28798979,,,
TH,2,28687373,TH,Th,2.0
TREG,1,28687373,TREG,Treg,2.0
T,1,28687373,,,
TREG,1,28470464,TREG,Treg,2.0
T,1,28283419,,,
TREG,1,28283419,TREG,Treg,2.0
TREG,1,29236775,TREG,Treg,2.0
TREGULATORY,1,29236775,TREG,Treg,2.0
T,1,29196451,,,
TBET,1,29162668,,,
TH1,1,29155501,TH1,Th1,1.0
TFH,1,29111220,TFH,Tfh,2.0
TH,2,29038009,TH,Th,2.0
TH17,2,29030251,TH17,Th17,1.0
TFH,1,29025273,TFH,Tfh,2.0
TH17,1,28994328,TH17,Th17,1.0
TREG,1,28994328,TREG,Treg,2.0
MAIT,1,28987476,MAIT,Mucosal-associated Invariant T,1.0
TNFEXPRESSING,1,28965867,,,
T,2,28941291,,,
TFR,2,28941291,TFREG,Follicular Treg,1.0
TFH,1,28941291,TFH,Tfh,2.0
TREG,1,28913840,TREG,Treg,2.0
TH1,1,28913840,TH1,Th1,1.0
TREG,1,28904130,TREG,Treg,2.0
TREG,1,28875310,TREG,Treg,2.0
TREG,1,28856392,TREG,Treg,2.0
TREG,1,28840350,TREG,Treg,2.0
TEFF,1,28840350,TEFF,Effector,2.0
T,1,28765875,,,
T,2,28721499,,,
TREG,1,28721499,TREG,Treg,2.0
TCON,1,28721499,TCONV,Non-regulatory T Cell,3.0
TYPE,1,28720058,,,
T,3,28636890,,,
TM,3,28636890,,,
TN,2,28636890,TN,Naive,2.0
TREG,1,28636890,TREG,Treg,2.0
TH2/TH22,1,28599078,TH2,Th2,1.0
T,2,28477096,,,
THYMIC,1,28470889,,,
T,1,29176694,,,
TREG,1,29176694,TREG,Treg,2.0
TH,4,29143823,TH,Th,2.0
TFH,2,29133396,TFH,Tfh,2.0
TREG,1,29055004,TREG,Treg,2.0
TFH,1,29055004,TFH,Tfh,2.0
T,1,29050947,,,
TREG,1,29050947,TREG,Treg,2.0
TGFΒINDUCED,1,29050947,,,
TH17,1,29050947,TH17,Th17,1.0
T,1,28988016,,,
T,1,28949956,,,
TREG,1,28949956,TREG,Treg,2.0
TREG,1,28941416,TREG,Treg,2.0
TUMORINFILTRATING,1,28893901,,,
TREG,1,28888058,TREG,Treg,2.0
T,1,28862366,,,
TREG,1,28826941,TREG,Treg,2.0
T,2,28807929,,,
MAIT,2,28807929,MAIT,Mucosal-associated Invariant T,1.0
TREG,3,28757603,TREG,Treg,2.0
T,1,28757603,,,
TRESP,1,28722017,TRESP,Responsive T Cell,3.0
TFH,1,28704588,TFH,Tfh,2.0
TRESP,3,28671717,TRESP,Responsive T Cell,3.0
T,1,28671717,,,
TREG,1,28671717,TREG,Treg,2.0
TREG,1,28502680,TREG,Treg,2.0
TH17,1,28461108,TH17,Th17,1.0
TFH,1,29186193,TFH,Tfh,2.0
TREG,1,29181338,TREG,Treg,2.0
T,1,29179729,,,
MAIT,1,29179729,MAIT,Mucosal-associated Invariant T,1.0
INKT,1,29179729,NKT,Natural Killer T,1.0
TREG,1,29176779,TREG,Treg,2.0
T,1,29170498,,,
TREG,1,29170498,TREG,Treg,2.0
TH17,1,29155882,TH17,Th17,1.0
THELPER,1,29155882,TH,Th,2.0
ΓΔT,1,29155882,γδT,γδT,2.0
TREG,1,29122078,TREG,Treg,2.0
TREG,1,29109269,TREG,Treg,2.0
TREG,1,29066174,TREG,Treg,2.0
TREG,1,29048671,TREG,Treg,2.0
T,1,28986438,,,
T,1,28968772,,,
MAIT,1,28968772,MAIT,Mucosal-associated Invariant T,1.0
TH,1,28943543,TH,Th,2.0
TFH,1,28943543,TFH,Tfh,2.0
TREG,1,28942020,TREG,Treg,2.0
TREG/TH17,1,28926770,TREG17,Type 17 Treg,1.0
T,1,28916232,,,
TREG,1,28916232,TREG,Treg,2.0
T,1,28859982,,,
THELPER,1,28859982,TH,Th,2.0
INKT,1,28859982,NKT,Natural Killer T,1.0
TREG,1,28849586,TREG,Treg,2.0
T,1,28780074,,,
MAIT,1,28780074,MAIT,Mucosal-associated Invariant T,1.0
T,1,28766556,,,
TREG,1,28766556,TREG,Treg,2.0
TIL,1,28750133,,,
TREG,1,28721449,TREG,Treg,2.0
T,1,28699278,,,
TREG,1,28699278,TREG,Treg,2.0
TREG,1,28675676,TREG,Treg,2.0
TFH,1,28639391,TFH,Tfh,2.0
TREG,1,28624966,TREG,Treg,2.0
TREG,1,28543977,TREG,Treg,2.0
T,1,28429331,,,
TREG,1,28429331,TREG,Treg,2.0
TH,1,28327619,TH,Th,2.0
TREG,1,29048388,TREG,Treg,2.0
TH17,1,29048384,TH17,Th17,1.0
TH2,1,29048352,TH2,Th2,1.0
T,2,29045906,,,
TFH,1,29045906,TFH,Tfh,2.0
T,1,29042531,,,
TREG,1,29027915,TREG,Treg,2.0
T,1,28978472,,,
TREG,1,28978472,TREG,Treg,2.0
NFAT,1,28978472,,,
TH,1,28978422,TH,Th,2.0
TH17,1,28872971,TH17,Th17,1.0
THELPER,1,28853490,TH,Th,2.0
TH17,1,28851631,TH17,Th17,1.0
TREG,1,28851631,TREG,Treg,2.0
GALT,1,28851631,,,
TREG,1,28823885,TREG,Treg,2.0
TILS,1,28818640,,,
TIDC,1,28818640,,,
TREG,1,28778708,TREG,Treg,2.0
TFH,3,28728856,TFH,Tfh,2.0
T,2,28728856,,,
T,1,28660639,,,
TREG,1,28660639,TREG,Treg,2.0
T,1,28652580,,,
TFH,1,28628194,TFH,Tfh,2.0
T,1,28622456,,,
TFH,1,28622456,TFH,Tfh,2.0
TREG,1,28617942,TREG,Treg,2.0
TREG,1,28551813,TREG,Treg,2.0
TREG,1,28376037,TREG,Treg,2.0
TREG,1,28115288,TREG,Treg,2.0
ΓΔT,3,27796286,γδT,γδT,2.0
T,1,29073905,,,
TREG,1,29073905,TREG,Treg,2.0
TH,1,29066539,TH,Th,2.0
THELPER,1,29049247,TH,Th,2.0
TH22,1,29049247,TH22,Th22,1.0
T,1,29045905,,,
TH,4,29018172,TH,Th,2.0
TREG,1,28982868,TREG,Treg,2.0
TFH,1,28916523,TFH,Tfh,2.0
TREG,1,28893978,TREG,Treg,2.0
TREG,3,28892065,TREG,Treg,2.0
T,1,28892065,,,
TREG,1,28877989,TREG,Treg,2.0
TH17,4,28872972,TH17,Th17,1.0
T,1,28872972,,,
TREG,1,28872972,TREG,Treg,2.0
TET,2,28851693,,,
TSCM,1,28851693,TSCM,Stem Memory,1.0
TREG,1,28825137,TREG,Treg,2.0
T,1,28806642,,,
TFH,1,28806642,TFH,Tfh,2.0
T,1,28800255,,,
TREG,1,28800255,TREG,Treg,2.0
THIRD,1,28800255,,,
TH,4,28781371,TH,Th,2.0
MAIT,5,28750261,MAIT,Mucosal-associated Invariant T,1.0
T,1,28745532,,,
TREG,1,28745532,TREG,Treg,2.0
TH17,1,28731149,TH17,Th17,1.0
T,2,28709914,,,
TFR,2,28709914,TFREG,Follicular Treg,1.0
TFH,1,28709914,TFH,Tfh,2.0
TREG,1,28611475,TREG,Treg,2.0
TH,1,28592369,TH,Th,2.0
TREG,1,28438552,TREG,Treg,2.0
TH,1,28232741,TH,Th,2.0
TFH,1,28122164,TFH,Tfh,2.0
TREG,1,28119525,TREG,Treg,2.0
T,1,28934113,,,
TH,1,28887947,TH,Th,2.0
T,2,28843293,,,
TIL,1,28825599,,,
T,1,28803728,,,
T,1,28768873,,,
THELPER,1,28763347,TH,Th,2.0
TREG,1,28759052,TREG,Treg,2.0
TREG,1,28699799,TREG,Treg,2.0
TREG,1,28696819,TREG,Treg,2.0
TH1,1,28665747,TH1,Th1,1.0
T,2,28617936,,,
TFR,1,28617936,TFREG,Follicular Treg,1.0
TH,2,28555673,TH,Th,2.0
T,1,28546500,,,
TREG,1,28498568,TREG,Treg,2.0
TREG,2,28472424,TREG,Treg,2.0
T,1,28398760,,,
TREG,1,28398760,TREG,Treg,2.0
T,1,28320758,,,
TREG,1,28320758,TREG,Treg,2.0
T,2,28120841,,,
TREG,1,28886713,TREG,Treg,2.0
TIL,1,28885584,,,
TRANSDUCED,1,28885562,,,
TREG,5,28850267,TREG,Treg,2.0
T,1,28850267,,,
TEFF,1,28850267,TEFF,Effector,2.0
TH1,1,28850267,TH1,Th1,1.0
TREG,1,28724578,TREG,Treg,2.0
TREG,1,28709726,TREG,Treg,2.0
T,1,28688841,,,
MAIT,1,28688841,MAIT,Mucosal-associated Invariant T,1.0
TH17,2,28669056,TH17,Th17,1.0
TREG,1,28644966,TREG,Treg,2.0
TH,1,28612433,TH,Th,2.0
T,1,28575420,,,
TREG,1,28575420,TREG,Treg,2.0
T,1,28543380,,,
T,1,28464218,,,
TREG,1,28464218,TREG,Treg,2.0
TH,3,28462950,TH,Th,2.0
T,1,28419443,,,
NKT,1,28419443,NKT,Natural Killer T,1.0
TREG,1,26862953,TREG,Treg,2.0
TEM,1,28924369,TEM,Effector Memory,2.0
TREG,2,28835079,TREG,Treg,2.0
TREG,1,28829428,TREG,Treg,2.0
TH17,1,28806403,TH17,Th17,1.0
TH,2,28768801,TH,Th,2.0
T,1,28739765,,,
TH,1,28739765,TH,Th,2.0
TREG,1,28739765,TREG,Treg,2.0
TREG/TH17,1,28739765,TREG17,Type 17 Treg,1.0
T,1,28714991,,,
TREG,1,28714991,TREG,Treg,2.0
TFOLLICULAR,2,28698369,,,
TFH,2,28698369,TFH,Tfh,2.0
TREG,1,28698369,TREG,Treg,2.0
TFR,1,28698369,TFREG,Follicular Treg,1.0
TREG,1,28687658,TREG,Treg,2.0
TFH,1,28685417,TFH,Tfh,2.0
TH2,1,28661041,TH2,Th2,1.0
TH17,1,28652396,TH17,Th17,1.0
TREG,1,28608637,TREG,Treg,2.0
T,3,28578991,,,
TIL,1,28493410,,,
T,1,28478516,,,
TREG,1,28478516,TREG,Treg,2.0
TREG,1,28434981,TREG,Treg,2.0
TREG,1,28373295,TREG,Treg,2.0
T,1,28360184,,,
TREG,1,28360184,TREG,Treg,2.0
TFH,1,28281408,TFH,Tfh,2.0
TREG,1,28251801,TREG,Treg,2.0
TREG,1,28249894,TREG,Treg,2.0
TCON,1,28249894,TCONV,Non-regulatory T Cell,3.0
T,1,27759906,,,
TREG,1,27759906,TREG,Treg,2.0
TREG,2,28827518,TREG,Treg,2.0
TREG,1,28817117,TREG,Treg,2.0
T,2,28813676,,,
TEFF,1,28801365,TEFF,Effector,2.0
T,1,28793252,,,
TREG,1,28780935,TREG,Treg,2.0
TH,4,28768806,TH,Th,2.0
T,1,28768806,,,
T,1,28689001,,,
VΓ9VΔ2T,1,28653491,γδT-Vγ9Vδ2,γδT-Vγ9Vδ2,1.0
TREG,1,28642148,TREG,Treg,2.0
TRM,2,28628092,TRM,Tissue Resident Memory,1.0
TH1,1,28622710,TH1,Th1,1.0
TH,1,28550121,TH,Th,2.0
TFH,1,28550121,TFH,Tfh,2.0
T,1,28540499,,,
TREG,1,28540499,TREG,Treg,2.0
T,1,28525959,,,
T,1,28513867,,,
TFR,1,28513867,TFREG,Follicular Treg,1.0
TFH,1,28513867,TFH,Tfh,2.0
T,3,28506593,,,
TFHLIKE,2,28485382,TFH,Tfh,2.0
T,2,28481005,,,
NKT,1,28481005,NKT,Natural Killer T,1.0
TH1,1,28412855,TH1,Th1,1.0
T,1,28375551,,,
TREG,1,28375551,TREG,Treg,2.0
TREG,1,28302753,TREG,Treg,2.0
TREG,1,28292944,TREG,Treg,2.0
TREG,1,28251714,TREG,Treg,2.0
TH17,1,28251714,TH17,Th17,1.0
T,1,28160290,,,
TFR,1,28100001,TFREG,Follicular Treg,1.0
TREG,1,28012226,TREG,Treg,2.0
TREG,1,27344332,TREG,Treg,2.0
TREG,1,29093229,TREG,Treg,2.0
T,1,28723576,,,
TREG,1,28723576,TREG,Treg,2.0
T,1,28723546,,,
TREG,1,28723546,TREG,Treg,2.0
TFH,3,28700579,TFH,Tfh,2.0
T,1,28700579,,,
TREG,1,28683106,TREG,Treg,2.0
TH1,1,28683082,TH1,Th1,1.0
