doc_id,text,sent_char_offset,type,field,split,value,c1_cid,c2_cid,c1_ctxt_id,c1_stable_id,c1_word_start,c1_word_end,c1_char_start,c1_char_end,c1_text,c2_ctxt_id,c2_stable_id,c2_word_start,c2_word_end,c2_char_start,c2_char_end,c2_text
PMC2646571,"The cytokine milieu during CD4 T cell activation is one of the most important factors in determining T cell fate. IL-12 and IFN-γ induce Th1 cell differentiation (10–12); IL-4 and IL-2 induce Th2 cell differentiation (13–16), TGF-β and IL-6/IL-21 induce Th17 cell differentiation (17–19), and TGF-β and IL-2 induce iTreg cell generation (4, 20).",3080,InducingCytokine,inducing_cytokine,1,1,CKC59F8990F767EBD4:CKFD4CA0B2B4BC3AE4,CT19D812F7CB34BCF6:CT19D812F7CB34BCF6,126989,PMC2646571::span:3373:3377,55,55,293,297,TGF-β,126994,PMC2646571::span:3395:3399,59,59,315,319,iTreg
PMC2646571,"The cytokine milieu during CD4 T cell activation is one of the most important factors in determining T cell fate. IL-12 and IFN-γ induce Th1 cell differentiation (10–12); IL-4 and IL-2 induce Th2 cell differentiation (13–16), TGF-β and IL-6/IL-21 induce Th17 cell differentiation (17–19), and TGF-β and IL-2 induce iTreg cell generation (4, 20).",3080,InducingCytokine,inducing_cytokine,1,1,CK237DBD1E843F1ADD:CKD21834C7D75FD77F,CT19D812F7CB34BCF6:CT19D812F7CB34BCF6,126990,PMC2646571::span:3383:3386,57,57,303,306,IL-2,126994,PMC2646571::span:3395:3399,59,59,315,319,iTreg
PMC2646571,"We report that Gfi-1 suppresses both Th17 and CD103+ iTreg cell differentiation, whereas TGF-β, critical for Th17 and iTreg cell induction, down-regulates Gfi-1 expression.",5824,InducingCytokine,inducing_cytokine,1,1,CKFD4CA0B2B4BC3AE4:CKFD4CA0B2B4BC3AE4,CTBFBDE5121B6748D1:CTBFBDE5121B6748D1,127465,PMC2646571::span:5913:5917,15,15,89,93,TGF-β,127467,PMC2646571::span:5933:5936,19,19,109,112,Th17
PMC2646571,"We report that Gfi-1 suppresses both Th17 and CD103+ iTreg cell differentiation, whereas TGF-β, critical for Th17 and iTreg cell induction, down-regulates Gfi-1 expression.",5824,InducingCytokine,inducing_cytokine,1,1,CKFD4CA0B2B4BC3AE4:CKFD4CA0B2B4BC3AE4,CT19D812F7CB34BCF6:CT19D812F7CB34BCF6,127465,PMC2646571::span:5913:5917,15,15,89,93,TGF-β,127469,PMC2646571::span:5942:5946,21,21,118,122,iTreg
PMC2646571,"Although Gfi1 cKO Th2 cells displayed an active Rorc locus, expression of RORγt in Gfi1 cKO Th2 cells is much lower than that in Th17 cells (unpublished data), indicating that additional factors, possibly induced by TGF-β and IL-6, are required for Rorc expression as well as for the induction of IL-17.

",8473,InducingCytokine,inducing_cytokine,1,1,CK0CBC35CD2AB7D661:CK0CBC35CD2AB7D661,CTBFBDE5121B6748D1:CTBFBDE5121B6748D1,126875,PMC2646571::span:8699:8702,42,42,226,229,IL-6,126879,PMC2646571::span:8602:8605,25,25,129,132,Th17
PMC2646571,"Although Gfi1 cKO Th2 cells displayed an active Rorc locus, expression of RORγt in Gfi1 cKO Th2 cells is much lower than that in Th17 cells (unpublished data), indicating that additional factors, possibly induced by TGF-β and IL-6, are required for Rorc expression as well as for the induction of IL-17.

",8473,InducingCytokine,inducing_cytokine,1,1,CKC59F8990F767EBD4:CKFD4CA0B2B4BC3AE4,CTBFBDE5121B6748D1:CTBFBDE5121B6748D1,126874,PMC2646571::span:8689:8693,40,40,216,220,TGF-β,126879,PMC2646571::span:8602:8605,25,25,129,132,Th17
PMC3750006,"Additionally, RA has been shown to strongly promote the differentiation of inducible regulatory T cells (iTreg cells) in the presence of TGF-β [6] and can modulate the migration and function of T helper 17 (TH17) cells in the intestine [7].",1917,InducingCytokine,inducing_cytokine,1,1,CKE6031C0A6D34337D:CKFD4CA0B2B4BC3AE4,CT561AB33D0CC11964:CT19D812F7CB34BCF6,127245,PMC3750006::span:2054:2058,24,24,137,141,TGF-β,127246,PMC3750006::span:1992:2013,12,14,75,96,inducible regulatory T
PMC3750006,"Additionally, RA has been shown to strongly promote the differentiation of inducible regulatory T cells (iTreg cells) in the presence of TGF-β [6] and can modulate the migration and function of T helper 17 (TH17) cells in the intestine [7].",1917,InducingCytokine,inducing_cytokine,1,1,CKE6031C0A6D34337D:CKFD4CA0B2B4BC3AE4,CT19D812F7CB34BCF6:CT19D812F7CB34BCF6,127245,PMC3750006::span:2054:2058,24,24,137,141,TGF-β,127247,PMC3750006::span:2022:2026,17,17,105,109,iTreg
PMC3304099,"The receptors for IL-12, IL-4, and IL-6 are required for TH1, TH2, and TH17 differentiation, respectively.",158,InducingCytokine,inducing_cytokine,1,1,CKB4EB2D2CC8BBB93D:CKB4EB2D2CC8BBB93D,CTC3A8C3CBC245616A:CTC3A8C3CBC245616A,126705,PMC3304099::span:176:180,3,3,18,22,IL-12,126708,PMC3304099::span:215:217,12,12,57,59,TH1
PMC3304099,"The receptors for IL-12, IL-4, and IL-6 are required for TH1, TH2, and TH17 differentiation, respectively.",158,InducingCytokine,inducing_cytokine,1,1,CKAD8334A7AD4B4D2F:CK6FE135B3F86FB707,CTE7B12DC660323A0E:CTE7B12DC660323A0E,126706,PMC3304099::span:183:186,5,5,25,28,IL-4,126709,PMC3304099::span:220:222,14,14,62,64,TH2
PMC3304099,"The receptors for IL-12, IL-4, and IL-6 are required for TH1, TH2, and TH17 differentiation, respectively.",158,InducingCytokine,inducing_cytokine,1,1,CK0CBC35CD2AB7D661:CK0CBC35CD2AB7D661,CTBFBDE5121B6748D1:CTBFBDE5121B6748D1,126707,PMC3304099::span:193:196,8,8,35,38,IL-6,126710,PMC3304099::span:229:232,17,17,71,74,TH17
PMC3304099,IL-2 signaling via the transcription factor STAT5 controls TH2 differentiation by regulating the TH2 cytokine gene cluster and Il4ra expression.,265,InducingCytokine,inducing_cytokine,1,1,CK237DBD1E843F1ADD:CKD21834C7D75FD77F,CTE7B12DC660323A0E:CTE7B12DC660323A0E,126548,PMC3304099::span:265:268,0,0,0,3,IL-2,126549,PMC3304099::span:324:326,8,8,59,61,TH2
PMC3304099,"Here we show that IL-2 regulates TH1 differentiation, inducing STAT5-dependent IL-12Rβ2 and T-bet expression, with impaired human TH1 differentiation when IL-2 was blocked.",410,InducingCytokine,inducing_cytokine,1,1,CK4D687600656CECF1:CKD21834C7D75FD77F,CTC3A8C3CBC245616A:CTC3A8C3CBC245616A,127149,PMC3304099::span:428:431,4,4,18,21,IL-2,127151,PMC3304099::span:443:445,6,6,33,35,TH1
PMC3304099,"Here we show that IL-2 regulates TH1 differentiation, inducing STAT5-dependent IL-12Rβ2 and T-bet expression, with impaired human TH1 differentiation when IL-2 was blocked.",410,InducingCytokine,inducing_cytokine,1,1,CKD21834C7D75FD77F:CKD21834C7D75FD77F,CTC3A8C3CBC245616A:CTC3A8C3CBC245616A,127150,PMC3304099::span:565:568,24,24,155,158,IL-2,127152,PMC3304099::span:540:542,21,21,130,132,TH1
PMC3304099,"IL-12Rβ2 expression is required for TH1 differentiation,  IL-4Rα for TH2 differentiation,  and IL-6Rα and IL-6 signal transducer (IL-6ST; also known as gp130) for TH17 differentiation,     allowing responsiveness to IL-12, IL-4, and IL-6, respectively.",1297,InducingCytokine,inducing_cytokine,1,1,CK04FD0805168B608B:CKB4EB2D2CC8BBB93D,CTC3A8C3CBC245616A:CTC3A8C3CBC245616A,127194,PMC3304099::span:1513:1517,37,37,216,220,IL-12,127197,PMC3304099::span:1333:1335,5,5,36,38,TH1
PMC3304099,"IL-12Rβ2 expression is required for TH1 differentiation,  IL-4Rα for TH2 differentiation,  and IL-6Rα and IL-6 signal transducer (IL-6ST; also known as gp130) for TH17 differentiation,     allowing responsiveness to IL-12, IL-4, and IL-6, respectively.",1297,InducingCytokine,inducing_cytokine,1,1,CK17B5F6B486C9539B:CK6FE135B3F86FB707,CTE7B12DC660323A0E:CTE7B12DC660323A0E,127195,PMC3304099::span:1520:1523,39,39,223,226,IL-4,127198,PMC3304099::span:1366:1368,11,11,69,71,TH2
PMC3304099,"IL-12Rβ2 expression is required for TH1 differentiation,  IL-4Rα for TH2 differentiation,  and IL-6Rα and IL-6 signal transducer (IL-6ST; also known as gp130) for TH17 differentiation,     allowing responsiveness to IL-12, IL-4, and IL-6, respectively.",1297,InducingCytokine,inducing_cytokine,1,1,CK2C0CFB97C59D215B:CK0CBC35CD2AB7D661,CTBFBDE5121B6748D1:CTBFBDE5121B6748D1,127196,PMC3304099::span:1530:1533,42,42,233,236,IL-6,127199,PMC3304099::span:1460:1463,30,30,163,166,TH17
PMC3304099,"For example, IL-12 and STAT4 together with T-bet promote differentiation into TH1 cells, which preferentially produce interferon-γ (IFN-γ);  IL-4 via STAT6 and GATA3 promote differentiation into TH2 cells, which produce IL-4, IL-5, and IL-13;     and TGF-β, IL-6, IL-23, IL-21 via STAT3 and RORγt together promote differentiation into TH17 cells, which produce IL-17A, IL-17F, and IL-22.
",1550,InducingCytokine,inducing_cytokine,1,1,CKB4EB2D2CC8BBB93D:CKB4EB2D2CC8BBB93D,CTC3A8C3CBC245616A:CTC3A8C3CBC245616A,127571,PMC3304099::span:1563:1567,3,3,13,17,IL-12,127585,PMC3304099::span:1628:1630,14,14,78,80,TH1
PMC3304099,"For example, IL-12 and STAT4 together with T-bet promote differentiation into TH1 cells, which preferentially produce interferon-γ (IFN-γ);  IL-4 via STAT6 and GATA3 promote differentiation into TH2 cells, which produce IL-4, IL-5, and IL-13;     and TGF-β, IL-6, IL-23, IL-21 via STAT3 and RORγt together promote differentiation into TH17 cells, which produce IL-17A, IL-17F, and IL-22.
",1550,InducingCytokine,inducing_cytokine,1,1,CKAD8334A7AD4B4D2F:CK6FE135B3F86FB707,CTE7B12DC660323A0E:CTE7B12DC660323A0E,127574,PMC3304099::span:1691:1694,26,26,141,144,IL-4,127586,PMC3304099::span:1745:1747,34,34,195,197,TH2
PMC3304099,"For example, IL-12 and STAT4 together with T-bet promote differentiation into TH1 cells, which preferentially produce interferon-γ (IFN-γ);  IL-4 via STAT6 and GATA3 promote differentiation into TH2 cells, which produce IL-4, IL-5, and IL-13;     and TGF-β, IL-6, IL-23, IL-21 via STAT3 and RORγt together promote differentiation into TH17 cells, which produce IL-17A, IL-17F, and IL-22.
",1550,InducingCytokine,inducing_cytokine,1,1,CKA197B6F7EC55F6D2:CK3FDAFD137F96385F,CTBFBDE5121B6748D1:CTBFBDE5121B6748D1,127581,PMC3304099::span:1821:1825,54,54,271,275,IL-21,127587,PMC3304099::span:1885:1888,63,63,335,338,TH17
PMC3304099,"For example, IL-12 and STAT4 together with T-bet promote differentiation into TH1 cells, which preferentially produce interferon-γ (IFN-γ);  IL-4 via STAT6 and GATA3 promote differentiation into TH2 cells, which produce IL-4, IL-5, and IL-13;     and TGF-β, IL-6, IL-23, IL-21 via STAT3 and RORγt together promote differentiation into TH17 cells, which produce IL-17A, IL-17F, and IL-22.
",1550,InducingCytokine,inducing_cytokine,1,1,CK128EF9AC08AC594D:CK9EDC256C75A00BC5,CTBFBDE5121B6748D1:CTBFBDE5121B6748D1,127580,PMC3304099::span:1814:1818,52,52,264,268,IL-23,127587,PMC3304099::span:1885:1888,63,63,335,338,TH17
PMC3304099,"For example, IL-12 and STAT4 together with T-bet promote differentiation into TH1 cells, which preferentially produce interferon-γ (IFN-γ);  IL-4 via STAT6 and GATA3 promote differentiation into TH2 cells, which produce IL-4, IL-5, and IL-13;     and TGF-β, IL-6, IL-23, IL-21 via STAT3 and RORγt together promote differentiation into TH17 cells, which produce IL-17A, IL-17F, and IL-22.
",1550,InducingCytokine,inducing_cytokine,1,1,CK88B1F911EB2BA518:CK0CBC35CD2AB7D661,CTBFBDE5121B6748D1:CTBFBDE5121B6748D1,127579,PMC3304099::span:1808:1811,50,50,258,261,IL-6,127587,PMC3304099::span:1885:1888,63,63,335,338,TH17
PMC3304099,"For example, IL-12 and STAT4 together with T-bet promote differentiation into TH1 cells, which preferentially produce interferon-γ (IFN-γ);  IL-4 via STAT6 and GATA3 promote differentiation into TH2 cells, which produce IL-4, IL-5, and IL-13;     and TGF-β, IL-6, IL-23, IL-21 via STAT3 and RORγt together promote differentiation into TH17 cells, which produce IL-17A, IL-17F, and IL-22.
",1550,InducingCytokine,inducing_cytokine,1,1,CKFD4CA0B2B4BC3AE4:CKFD4CA0B2B4BC3AE4,CTBFBDE5121B6748D1:CTBFBDE5121B6748D1,127578,PMC3304099::span:1801:1805,48,48,251,255,TGF-β,127587,PMC3304099::span:1885:1888,63,63,335,338,TH17
PMC3304099,"Among its many actions, IL-2 is a potent T cell growth factor, induces lymphokine-activated killer activity, boosts the cytolytic activity of NK cells, can augment immunoglobulin production, is a mediator of activation-induced cell death, and is an essential factor for the development of regulatory T (Treg) cells  .",2371,InducingCytokine,inducing_cytokine,1,1,CK4D687600656CECF1:CKD21834C7D75FD77F,CTB574584AD019ABB8:CTB574584AD019ABB8,127237,PMC3304099::span:2395:2398,5,5,24,27,IL-2,127240,PMC3304099::span:2674:2677,56,56,303,306,Treg
PMC3304099,"IL-2 is also known to critically regulate TH2 differentiation in a STAT5-dependent manner, acting early at the Il4ra locus to induce IL-4Rα expression  and later to open chromatin accessibility at the Il4-Il13-Rad50 TH2 locus , 12.",2689,InducingCytokine,inducing_cytokine,1,1,CK237DBD1E843F1ADD:CKD21834C7D75FD77F,CTE7B12DC660323A0E:CTE7B12DC660323A0E,126545,PMC3304099::span:2689:2692,0,0,0,3,IL-2,126546,PMC3304099::span:2731:2733,7,7,42,44,TH2
PMC3304099,"Given the role of IL-2 in TH2 differentiation, as well as the ability of IL-2 to induce IFN-γ expression       and to decrease IL-17 production during TH17 differentiation  , we decided to investigate whether IL-2 is more broadly involved in TH differentiation by regulating corresponding cytokine receptors.",2921,InducingCytokine,inducing_cytokine,1,1,CK237DBD1E843F1ADD:CKD21834C7D75FD77F,CTE7B12DC660323A0E:CTE7B12DC660323A0E,127534,PMC3304099::span:2939:2942,4,4,18,21,IL-2,127539,PMC3304099::span:2947:2949,6,6,26,28,TH2
PMC3304099,"IL-2 induced expression of IL-12R, and retroviral transduction of Il12rb2 reversed the defective TH1 differentiation in Il2−/− T cells.",3230,InducingCytokine,inducing_cytokine,1,1,CK237DBD1E843F1ADD:CKD21834C7D75FD77F,CTC3A8C3CBC245616A:CTC3A8C3CBC245616A,126373,PMC3304099::span:3230:3233,0,0,0,3,IL-2,126374,PMC3304099::span:3327:3329,14,14,97,99,TH1
PMC3304099,"Therefore our data reveal that IL-2 regulates TH1, TH2, and TH17 differentiation based at least in part on its modulation of expression of key cytokine receptors.

",3511,InducingCytokine,inducing_cytokine,1,1,CK4D687600656CECF1:CKD21834C7D75FD77F,CTC3A8C3CBC245616A:CTC3A8C3CBC245616A,127024,PMC3304099::span:3542:3545,5,5,31,34,IL-2,127025,PMC3304099::span:3557:3559,7,7,46,48,TH1
PMC3304099,"Therefore our data reveal that IL-2 regulates TH1, TH2, and TH17 differentiation based at least in part on its modulation of expression of key cytokine receptors.

",3511,InducingCytokine,inducing_cytokine,1,1,CK4D687600656CECF1:CKD21834C7D75FD77F,CTE7B12DC660323A0E:CTE7B12DC660323A0E,127024,PMC3304099::span:3542:3545,5,5,31,34,IL-2,127026,PMC3304099::span:3562:3564,9,9,51,53,TH2
PMC3304099,"Therefore our data reveal that IL-2 regulates TH1, TH2, and TH17 differentiation based at least in part on its modulation of expression of key cytokine receptors.

",3511,InducingCytokine,inducing_cytokine,1,1,CK4D687600656CECF1:CKD21834C7D75FD77F,CTBFBDE5121B6748D1:CTBFBDE5121B6748D1,127024,PMC3304099::span:3542:3545,5,5,31,34,IL-2,127027,PMC3304099::span:3571:3574,12,12,60,63,TH17
PMC3304099,"We initially focused on the role of IL-2 in TH1 differentiation, a process that is driven by IL-12.",3675,InducingCytokine,inducing_cytokine,1,1,CKD21834C7D75FD77F:CKD21834C7D75FD77F,CTC3A8C3CBC245616A:CTC3A8C3CBC245616A,127173,PMC3304099::span:3711:3714,7,7,36,39,IL-2,127175,PMC3304099::span:3719:3721,9,9,44,46,TH1
PMC3304099,"We initially focused on the role of IL-2 in TH1 differentiation, a process that is driven by IL-12.",3675,InducingCytokine,inducing_cytokine,1,1,CKB4EB2D2CC8BBB93D:CKB4EB2D2CC8BBB93D,CTC3A8C3CBC245616A:CTC3A8C3CBC245616A,127174,PMC3304099::span:3768:3772,18,18,93,97,IL-12,127175,PMC3304099::span:3719:3721,9,9,44,46,TH1
PMC3304099,"IL-12 induces not only Ifng expression1 but also T-bet,  which promotes the survival and proliferation of differentiating TH1 cells.   ",3775,InducingCytokine,inducing_cytokine,1,1,CK04FD0805168B608B:CKB4EB2D2CC8BBB93D,CTC3A8C3CBC245616A:CTC3A8C3CBC245616A,126243,PMC3304099::span:3775:3779,0,0,0,4,IL-12,126245,PMC3304099::span:3897:3899,21,21,122,124,TH1
PMC3304099,"Like TH2 differentiation, TH1 differentiation requires activation via the T-cell receptor (TCR), which induces production of IL-2.",4163,InducingCytokine,inducing_cytokine,1,1,CKD21834C7D75FD77F:CKD21834C7D75FD77F,CTE7B12DC660323A0E:CTE7B12DC660323A0E,126927,PMC3304099::span:4288:4291,22,22,125,128,IL-2,126928,PMC3304099::span:4168:4170,1,1,5,7,TH2
PMC3304099,"Like TH2 differentiation, TH1 differentiation requires activation via the T-cell receptor (TCR), which induces production of IL-2.",4163,InducingCytokine,inducing_cytokine,1,1,CKD21834C7D75FD77F:CKD21834C7D75FD77F,CTC3A8C3CBC245616A:CTC3A8C3CBC245616A,126927,PMC3304099::span:4288:4291,22,22,125,128,IL-2,126929,PMC3304099::span:4189:4191,4,4,26,28,TH1
PMC3304099,"Because IL-2 is a T-cell growth factor, and because IFN-γ expression is known to increase with successive rounds of cell division19, we tested whether the role of IL-2 in TH1 differentiation was due solely to its effects on proliferation or whether it also had proliferation-independent effects on IFN-γ production.",5340,InducingCytokine,inducing_cytokine,1,1,CK237DBD1E843F1ADD:CKD21834C7D75FD77F,CTC3A8C3CBC245616A:CTC3A8C3CBC245616A,126621,PMC3304099::span:5503:5506,31,31,163,166,IL-2,126622,PMC3304099::span:5511:5513,33,33,171,173,TH1
PMC3304099,"Thus, even when Il2−/− T cells underwent the same number of divisions as Il2+/+ T cells, they had diminished production of IFN-γ, suggesting both proliferation-dependent and proliferation-independent effects of IL-2 in TH1 differentiation.

",6306,InducingCytokine,inducing_cytokine,1,1,CK237DBD1E843F1ADD:CKD21834C7D75FD77F,CTC3A8C3CBC245616A:CTC3A8C3CBC245616A,127471,PMC3304099::span:6517:6520,36,36,211,214,IL-2,127472,PMC3304099::span:6525:6527,38,38,219,221,TH1
PMC3304099,"To clarify the role of IL-2 in TH1 differentiation, we examined Il2−/− TH1 differentiated cells for TH1-associated genes.",6547,InducingCytokine,inducing_cytokine,1,1,CK4D687600656CECF1:CKD21834C7D75FD77F,CTC3A8C3CBC245616A:CTC3A8C3CBC245616A,127484,PMC3304099::span:6570:6573,5,5,23,26,IL-2,127485,PMC3304099::span:6578:6580,7,7,31,33,TH1
PMC3304099,"Because IFN-γ was reported to drive expression of both Il12rb2 and Tbx21 genes and initiate TH1 differentiation3, 20, we next investigated whether the defective TH1 differentiation of Il2−/− T cells was due to defective IL-2-dependent IFN-γ production.",6888,InducingCytokine,inducing_cytokine,1,1,CK1B71668FDDECE3CF:CK128EC732B281BF60,CTC3A8C3CBC245616A:CTC3A8C3CBC245616A,127558,PMC3304099::span:6896:6900,1,1,8,12,IFN-γ,127560,PMC3304099::span:6980:6982,15,15,92,94,TH1
PMC3304099,"2d), indicating IFN-γ-independent induction by IL-2; thus, the effect of IL-2 in TH1 differentiation is at least partially independent of IFN-γ. This conclusion was further supported by the ability of IL-2 to induce Il12rb2 and Tbx21 mRNA expression in Stat1−/− T cells (Fig.",8261,InducingCytokine,inducing_cytokine,1,1,CK237DBD1E843F1ADD:CKD21834C7D75FD77F,CTC3A8C3CBC245616A:CTC3A8C3CBC245616A,126527,PMC3304099::span:8334:8337,14,14,73,76,IL-2,126529,PMC3304099::span:8342:8344,16,16,81,83,TH1
PMC3304099,"Consistent with effects of both IL-2 and IFN-γ on TH1 differentiation, antibodies to IL-2Rα and IL-2Rβ or to IFN-γ decreased Il12rb2 and Tbx21 mRNA expression (Fig.",8991,InducingCytokine,inducing_cytokine,1,1,CK128EC732B281BF60:CK128EC732B281BF60,CTC3A8C3CBC245616A:CTC3A8C3CBC245616A,127431,PMC3304099::span:9032:9036,7,7,41,45,IFN-γ,127433,PMC3304099::span:9041:9043,9,9,50,52,TH1
PMC3304099,"Consistent with effects of both IL-2 and IFN-γ on TH1 differentiation, antibodies to IL-2Rα and IL-2Rβ or to IFN-γ decreased Il12rb2 and Tbx21 mRNA expression (Fig.",8991,InducingCytokine,inducing_cytokine,1,1,CK4D687600656CECF1:CKD21834C7D75FD77F,CTC3A8C3CBC245616A:CTC3A8C3CBC245616A,127430,PMC3304099::span:9023:9026,5,5,32,35,IL-2,127433,PMC3304099::span:9041:9043,9,9,50,52,TH1
PMC3304099,"Consistent with effects of both IL-2 and IFN-γ on TH1 differentiation, antibodies to IL-2Rα and IL-2Rβ or to IFN-γ decreased Il12rb2 and Tbx21 mRNA expression (Fig.",8991,InducingCytokine,inducing_cytokine,1,1,CK128EC732B281BF60:CK128EC732B281BF60,CTC3A8C3CBC245616A:CTC3A8C3CBC245616A,127432,PMC3304099::span:9100:9104,19,19,109,113,IFN-γ,127433,PMC3304099::span:9041:9043,9,9,50,52,TH1
PMC3304099,"To examine the role of IL-2 in human TH1 differentiation, we used blocking antibodies to IL-2Rα (anti-Tac22) and IL-2Rβ (Mikβ123).",9640,InducingCytokine,inducing_cytokine,1,1,CK4D687600656CECF1:CKD21834C7D75FD77F,CTC3A8C3CBC245616A:CTC3A8C3CBC245616A,126762,PMC3304099::span:9663:9666,5,5,23,26,IL-2,126763,PMC3304099::span:9677:9679,8,8,37,39,TH1
