id,src,sym,lbl,spid,extid,prefid
CK4E2CE705385AFD4B,mygene,NCC1,CCL13,1,6357,CK3AA4CB5E15C04151
CK69BE22AC9AC3637B,mygene,SCYA13,CCL13,1,6357,CK3AA4CB5E15C04151
CK2205C2C8ED4AAD3B,mygene,SCYL1,CCL13,1,6357,CK3AA4CB5E15C04151
CK632DE2F133E8BB90,mygene,CCL14,CCL14,1,6358,CK632DE2F133E8BB90
CK123C83D6C347035F,mygene,C-C motif chemokine ligand 14,CCL14,1,6358,CK632DE2F133E8BB90
CK78247B61A008A550,mygene,CC-1,CCL14,1,6358,CK632DE2F133E8BB90
CK0D937AAA3758D784,mygene,CC-3,CCL14,1,6358,CK632DE2F133E8BB90
CK41FFFC3A09072EB8,mygene,CKB1,CCL14,1,6358,CK632DE2F133E8BB90
CKEBD273362A249134,mygene,HCC-1,CCL14,1,6358,CK632DE2F133E8BB90
CK68C720377DA3FE7F,mygene,HCC-1(1-74),CCL14,1,6358,CK632DE2F133E8BB90
CK8080DB09BD55F1C2,mygene,HCC-1/HCC-3,CCL14,1,6358,CK632DE2F133E8BB90
CK3CA371A45885EFC3,mygene,HCC-3,CCL14,1,6358,CK632DE2F133E8BB90
CKCBCE6B63C9F86C58,mygene,MCIF,CCL14,1,6358,CK632DE2F133E8BB90
CK1690578DA01EEAB8,mygene,NCC-2,CCL14,1,6358,CK632DE2F133E8BB90
CKECE930DEE201F80B,mygene,NCC2,CCL14,1,6358,CK632DE2F133E8BB90
CK80E6883422200242,mygene,SCYA14,CCL14,1,6358,CK632DE2F133E8BB90
CKEDB8C1E570CB23A0,mygene,SCYL2,CCL14,1,6358,CK632DE2F133E8BB90
CK751DD9FCF55F9004,mygene,SY14,CCL14,1,6358,CK632DE2F133E8BB90
CKA17CF5CCBB68A935,mygene,CCL15,CCL15,1,6359,CKA17CF5CCBB68A935
CK31B648B13A61F76C,mygene,C-C motif chemokine ligand 15,CCL15,1,6359,CKA17CF5CCBB68A935
CKCB796489DB563994,mygene,HCC-2,CCL15,1,6359,CKA17CF5CCBB68A935
CK7785E4E2A57154CB,mygene,HMRP-2B,CCL15,1,6359,CKA17CF5CCBB68A935
CKC23DF55391BAA5BE,mygene,LKN-1,CCL15,1,6359,CKA17CF5CCBB68A935
CK4EA660060122D0E4,mygene,LKN1,CCL15,1,6359,CKA17CF5CCBB68A935
CKA5F4209C97AA6E5A,mygene,MIP-1 delta,CCL15,1,6359,CKA17CF5CCBB68A935
CK62473EBD12A395FD,mygene,MIP-1D,CCL15,1,6359,CKA17CF5CCBB68A935
CKB0CF00006554E539,mygene,MIP-5,CCL15,1,6359,CKA17CF5CCBB68A935
CK875C955E3995F29C,mygene,MRP-2B,CCL15,1,6359,CKA17CF5CCBB68A935
CK8B4039E4BC2C464F,mygene,NCC-3,CCL15,1,6359,CKA17CF5CCBB68A935
CKD7EAB0CC9B2C29EF,mygene,NCC3,CCL15,1,6359,CKA17CF5CCBB68A935
CKB4EAB62CD06BB33B,mygene,SCYA15,CCL15,1,6359,CKA17CF5CCBB68A935
CK943DF6DAB1AB06F8,mygene,SCYL3,CCL15,1,6359,CKA17CF5CCBB68A935
CKD5AFEE6EC0775915,mygene,SY15,CCL15,1,6359,CKA17CF5CCBB68A935
CK679D474F96304A0E,mygene,CCL16,CCL16,1,6360,CK679D474F96304A0E
CK086844D4792D9A6E,mygene,C-C motif chemokine ligand 16,CCL16,1,6360,CK679D474F96304A0E
CK3B5A6B31B7C65566,mygene,CKb12,CCL16,1,6360,CK679D474F96304A0E
CKE59D1D0AB37B71D8,mygene,HCC-4,CCL16,1,6360,CK679D474F96304A0E
CK93442BCE04DBA08A,mygene,ILINCK,CCL16,1,6360,CK679D474F96304A0E
CK5911D9DCDEC3FEDF,mygene,LCC-1,CCL16,1,6360,CK679D474F96304A0E
CKFBBFE7F08DCEE2CD,mygene,LEC,CCL16,1,6360,CK679D474F96304A0E
CK9A0BB20D6E74A672,mygene,LMC,CCL16,1,6360,CK679D474F96304A0E
CKFF2F9F565E9E50D9,mygene,Mtn-1,CCL16,1,6360,CK679D474F96304A0E
CK0965190F8A9DD535,mygene,NCC-4,CCL16,1,6360,CK679D474F96304A0E
CKB42C135F4E874D8F,mygene,NCC4,CCL16,1,6360,CK679D474F96304A0E
CK731023630B9513BC,mygene,SCYA16,CCL16,1,6360,CK679D474F96304A0E
CKEDA73B4AC868535F,mygene,SCYL4,CCL16,1,6360,CK679D474F96304A0E
CK1F530DB24CC6C5F4,mygene,CCL17,CCL17,1,6361,CK1F530DB24CC6C5F4
CK7FD5F1550337D974,mygene,C-C motif chemokine ligand 17,CCL17,1,6361,CK1F530DB24CC6C5F4
CKBB744CA4148D1BC1,mygene,A-152E5.3,CCL17,1,6361,CK1F530DB24CC6C5F4
CK722F9677715F5727,mygene,ABCD-2,CCL17,1,6361,CK1F530DB24CC6C5F4
CK3BFBC81F1B09899B,mygene,SCYA17,CCL17,1,6361,CK1F530DB24CC6C5F4
CK022C87C29AC65264,mygene,TARC,CCL17,1,6361,CK1F530DB24CC6C5F4
CK2652D03C61E4A4C1,mygene,CCL18,CCL18,1,6362,CK2652D03C61E4A4C1
CKB5E378B2E5EA8310,mygene,C-C motif chemokine ligand 18,CCL18,1,6362,CK2652D03C61E4A4C1
CK15A14AEA59246148,mygene,AMAC-1,CCL18,1,6362,CK2652D03C61E4A4C1
CKEFB80AB8E36EE2EF,mygene,AMAC1,CCL18,1,6362,CK2652D03C61E4A4C1
CK4B72489A94C934DF,mygene,CKb7,CCL18,1,6362,CK2652D03C61E4A4C1
CKDA0DFA273417B0F9,mygene,DC-CK1,CCL18,1,6362,CK2652D03C61E4A4C1
CK18B0A32646EFA328,mygene,DCCK1,CCL18,1,6362,CK2652D03C61E4A4C1
CK745FF9E76A7959E1,mygene,MIP-4,CCL18,1,6362,CK2652D03C61E4A4C1
CK5E03A4376AF412FF,mygene,PARC,CCL18,1,6362,CK2652D03C61E4A4C1
CK03EF8D7D2C4CFDCB,mygene,SCYA18,CCL18,1,6362,CK2652D03C61E4A4C1
CKB3842EBA6CF8A57F,mygene,CCL19,CCL19,1,6363,CKB3842EBA6CF8A57F
CK3334C348C4050E03,mygene,C-C motif chemokine ligand 19,CCL19,1,6363,CKB3842EBA6CF8A57F
CKAF959C56FA589064,mygene,CKb11,CCL19,1,6363,CKB3842EBA6CF8A57F
CK06763EC1F57F06C8,mygene,ELC,CCL19,1,6363,CKB3842EBA6CF8A57F
CK908C10A5273AD65F,mygene,MIP-3b,CCL19,1,6363,CKB3842EBA6CF8A57F
CKB8BC96BDC27BE81B,mygene,MIP3B,CCL19,1,6363,CKB3842EBA6CF8A57F
CK85AC116B1F8FA7AD,mygene,SCYA19,CCL19,1,6363,CKB3842EBA6CF8A57F
CKCDB807A64FAA7FA0,mygene,CCL2,CCL2,1,6347,CKCDB807A64FAA7FA0
CKCF420EF26D43823C,mygene,C-C motif chemokine ligand 2,CCL2,1,6347,CKCDB807A64FAA7FA0
CKD1C53D39B26CD605,mygene,GDCF-2,CCL2,1,6347,CKCDB807A64FAA7FA0
CKA72E77DC3DCCEBAB,mygene,HC11,CCL2,1,6347,CKCDB807A64FAA7FA0
CK1F6059A585B75A67,mygene,HSMCR30,CCL2,1,6347,CKCDB807A64FAA7FA0
CKDA9AA0521E1D62FA,mygene,MCAF,CCL2,1,6347,CKCDB807A64FAA7FA0
CK160DC2A6673439E3,mygene,MCP-1,CCL2,1,6347,CKCDB807A64FAA7FA0
CK64BF725BBB3D61FD,mygene,MCP1,CCL2,1,6347,CKCDB807A64FAA7FA0
CK6308ACB63CB0604E,mygene,SCYA2,CCL2,1,6347,CKCDB807A64FAA7FA0
CK92E65ADF91CD5787,mygene,SMC-CF,CCL2,1,6347,CKCDB807A64FAA7FA0
CK710AB1626CA61879,mygene,CCL20,CCL20,1,6364,CK710AB1626CA61879
CK61696796CC066F49,mygene,C-C motif chemokine ligand 20,CCL20,1,6364,CK710AB1626CA61879
CKB14946C9859E68A6,mygene,CKb4,CCL20,1,6364,CK710AB1626CA61879
CKFC531C51AA9D1F92,mygene,Exodus,CCL20,1,6364,CK710AB1626CA61879
CKE75CD180DDA5842A,mygene,LARC,CCL20,1,6364,CK710AB1626CA61879
CKAB718137CEBFC5FE,mygene,MIP-3-alpha,CCL20,1,6364,CK710AB1626CA61879
CK273E03453B98F778,mygene,MIP-3a,CCL20,1,6364,CK710AB1626CA61879
CK4D616052D5BB7E4D,mygene,MIP3A,CCL20,1,6364,CK710AB1626CA61879
CK29FB21B514070750,mygene,SCYA20,CCL20,1,6364,CK710AB1626CA61879
CK406037E9CDF73C9B,mygene,ST38,CCL20,1,6364,CK710AB1626CA61879
CK17DA99E1B3CC6A24,mygene,CCL21,CCL21,1,6366,CK17DA99E1B3CC6A24
CK89FD70167A5E8741,mygene,C-C motif chemokine ligand 21,CCL21,1,6366,CK17DA99E1B3CC6A24
CK8F35823AD737C10E,mygene,6Ckine,CCL21,1,6366,CK17DA99E1B3CC6A24
CKA8866DB0C03505CB,mygene,CKb9,CCL21,1,6366,CK17DA99E1B3CC6A24
CK34F009A79E7CA901,mygene,ECL,CCL21,1,6366,CK17DA99E1B3CC6A24
CK0A8468143167125B,mygene,SCYA21,CCL21,1,6366,CK17DA99E1B3CC6A24
CKE90961F4F0AD8ED1,mygene,SLC,CCL21,1,6366,CK17DA99E1B3CC6A24
CK7A94F7D0898C7009,mygene,TCA4,CCL21,1,6366,CK17DA99E1B3CC6A24
CK2D3D1D2A86558DFA,mygene,CCL22,CCL22,1,6367,CK2D3D1D2A86558DFA
CK254608D4D6AA44CE,mygene,C-C motif chemokine ligand 22,CCL22,1,6367,CK2D3D1D2A86558DFA
CKEC01B06B554774E0,mygene,A-152E5.1,CCL22,1,6367,CK2D3D1D2A86558DFA
CKAEEFE559BC0A02C2,mygene,ABCD-1,CCL22,1,6367,CK2D3D1D2A86558DFA
CKA0A106765CCC80B7,mygene,DC/B-CK,CCL22,1,6367,CK2D3D1D2A86558DFA
CKD83FDB4D7AD4202C,mygene,MDC,CCL22,1,6367,CK2D3D1D2A86558DFA
CK28CC76697F6BBBB0,mygene,SCYA22,CCL22,1,6367,CK2D3D1D2A86558DFA
CK1CDE6B7C81750F12,mygene,STCP-1,CCL22,1,6367,CK2D3D1D2A86558DFA
CKDB7E68E1702C6B54,mygene,CCL23,CCL23,1,6368,CKDB7E68E1702C6B54
CK8A01A952442F6F57,mygene,C-C motif chemokine ligand 23,CCL23,1,6368,CKDB7E68E1702C6B54
CK60BC622F617D2854,mygene,CK-BETA-8,CCL23,1,6368,CKDB7E68E1702C6B54
CK19EACC7E0BD1C7A4,mygene,CKb8,CCL23,1,6368,CKDB7E68E1702C6B54
CKBD4CCC624172B182,mygene,Ckb-8,CCL23,1,6368,CKDB7E68E1702C6B54
CKDD1B709FA63F041D,mygene,Ckb-8-1,CCL23,1,6368,CKDB7E68E1702C6B54
CK2C5A48039B440A8E,mygene,MIP-3,CCL23,1,6368,CKDB7E68E1702C6B54
CK5B0B05E3A5057F8F,mygene,MIP3,CCL23,1,6368,CKDB7E68E1702C6B54
CKFF4EC97888C2370E,mygene,MPIF-1,CCL23,1,6368,CKDB7E68E1702C6B54
CKF84EE9C40126CC56,mygene,SCYA23,CCL23,1,6368,CKDB7E68E1702C6B54
CK1A5797F19EF4F986,mygene,hmrp-2a,CCL23,1,6368,CKDB7E68E1702C6B54
CKC5C5E42B3AF5BB17,mygene,CCL24,CCL24,1,6369,CKC5C5E42B3AF5BB17
CK90D7FE37AB7EF02A,mygene,C-C motif chemokine ligand 24,CCL24,1,6369,CKC5C5E42B3AF5BB17
CK732591F448551CC4,mygene,Ckb-6,CCL24,1,6369,CKC5C5E42B3AF5BB17
CK9CD3E91494827AAB,mygene,MPIF-2,CCL24,1,6369,CKC5C5E42B3AF5BB17
CK70F93C3B1D86DF1B,mygene,MPIF2,CCL24,1,6369,CKC5C5E42B3AF5BB17
CKE36D601B3C31A09C,mygene,SCYA24,CCL24,1,6369,CKC5C5E42B3AF5BB17
CK9622EE49529DA5B9,mygene,CCL25,CCL25,1,6370,CK9622EE49529DA5B9
CKBBC9397314737029,mygene,C-C motif chemokine ligand 25,CCL25,1,6370,CK9622EE49529DA5B9
CKDFB9259550159B41,mygene,Ckb15,CCL25,1,6370,CK9622EE49529DA5B9
CK63536B74D0F55497,mygene,SCYA25,CCL25,1,6370,CK9622EE49529DA5B9
CK5A2BE080C550F5E8,mygene,TECK,CCL25,1,6370,CK9622EE49529DA5B9
CK2CEC2C4F82090835,mygene,CCL26,CCL26,1,10344,CK2CEC2C4F82090835
CK2906A57BF1E2BCF8,mygene,C-C motif chemokine ligand 26,CCL26,1,10344,CK2CEC2C4F82090835
CK81794D8B3B4245F0,mygene,IMAC,CCL26,1,10344,CK2CEC2C4F82090835
CKE74EAE5772A629BB,mygene,MIP-4a,CCL26,1,10344,CK2CEC2C4F82090835
CKFFD800DF4C4CFFA9,mygene,MIP-4alpha,CCL26,1,10344,CK2CEC2C4F82090835
CKDAE913650FDABF70,mygene,SCYA26,CCL26,1,10344,CK2CEC2C4F82090835
CKB56DE382E4165B2F,mygene,TSC-1,CCL26,1,10344,CK2CEC2C4F82090835
CKAA85501FD85A37D1,mygene,CCL27,CCL27,1,10850,CKAA85501FD85A37D1
CK3F48FAB15FD5DA4E,mygene,C-C motif chemokine ligand 27,CCL27,1,10850,CKAA85501FD85A37D1
CKE7B9A15EBF6A55CE,mygene,ALP,CCL27,1,10850,CKAA85501FD85A37D1
CKB8B0980B69BBC31F,mygene,CTACK,CCL27,1,10850,CKAA85501FD85A37D1
CK2E76DFDA98DF5376,mygene,CTAK,CCL27,1,10850,CKAA85501FD85A37D1
CK894EEBF93EE7BFDC,mygene,ESKINE,CCL27,1,10850,CKAA85501FD85A37D1
CK72B8B63AA5577E20,mygene,ILC,CCL27,1,10850,CKAA85501FD85A37D1
CKB038E8BDF71E5570,mygene,PESKY,CCL27,1,10850,CKAA85501FD85A37D1
CK422701A8DBB30A3E,mygene,SCYA27,CCL27,1,10850,CKAA85501FD85A37D1
CKC1C89F8AD415F2A8,mygene,CCL28,CCL28,1,56477,CKC1C89F8AD415F2A8
CKE2881D94A7B7066D,mygene,C-C motif chemokine ligand 28,CCL28,1,56477,CKC1C89F8AD415F2A8
CKFC942FD74366538A,mygene,CCK1,CCL28,1,56477,CKC1C89F8AD415F2A8
CKDB7C5F9BB2B0A6A3,mygene,MEC,CCL28,1,56477,CKC1C89F8AD415F2A8
CK5EA6C6358286E345,mygene,SCYA28,CCL28,1,56477,CKC1C89F8AD415F2A8
CK761018026BFB91D2,mygene,CCL3,CCL3,1,6348,CK761018026BFB91D2
CK9C807121E16CD3AC,mygene,C-C motif chemokine ligand 3,CCL3,1,6348,CK761018026BFB91D2
CK821AE9003EA251D4,mygene,G0S19-1,CCL3,1,6348,CK761018026BFB91D2
CK0EC6C99004C7F94D,mygene,LD78ALPHA,CCL3,1,6348,CK761018026BFB91D2
CK8D6B6744199DAFF3,mygene,MIP-1-alpha,CCL3,1,6348,CK761018026BFB91D2
CK1BE8EA4FE1688EB0,mygene,MIP1A,CCL3,1,6348,CK761018026BFB91D2
CK4FD5D6D4E8F24280,mygene,SCYA3,CCL3,1,6348,CK761018026BFB91D2
CKF2C25D99E27ED4BA,mygene,CCL3L1,CCL3L1,1,6349,CKF2C25D99E27ED4BA
CK3A57ABB1BA51EC8B,mygene,C-C motif chemokine ligand 3 like 1,CCL3L1,1,6349,CKF2C25D99E27ED4BA
CK71615187C9BA00B4,mygene,464.2,CCL3L1,1,6349,CKF2C25D99E27ED4BA
CK10F6A07A7F5B6BB4,mygene,D17S1718,CCL3L1,1,6349,CKF2C25D99E27ED4BA
CKFBCE7C4496D7A611,mygene,G0S19-2,CCL3L1,1,6349,CKF2C25D99E27ED4BA
CK7497466ED180AB37,mygene,LD78,CCL3L1,1,6349,CKF2C25D99E27ED4BA
CKD175AE3874E94254,mygene,LD78-beta(1-70),CCL3L1,1,6349,CKF2C25D99E27ED4BA
CKF95EC938FA9F0065,mygene,LD78BETA,CCL3L1,1,6349,CKF2C25D99E27ED4BA
CK1D140434CE90918E,mygene,MIP1AP,CCL3L1,1,6349,CKF2C25D99E27ED4BA
CK573821247EF24F16,mygene,SCYA3L,CCL3L1,1,6349,CKF2C25D99E27ED4BA
CK328D71AF6494990C,mygene,SCYA3L1,CCL3L1,1,6349,CKF2C25D99E27ED4BA
CK0CCB44CB65A8FF25,mygene,CCL3L3,CCL3L3,1,414062,CK0CCB44CB65A8FF25
CK2D7764040E1D8C1B,mygene,C-C motif chemokine ligand 3 like 3,CCL3L3,1,414062,CK0CCB44CB65A8FF25
CKA095FAE2AE24E3F8,mygene,464.2,CCL3L3,1,414062,CK0CCB44CB65A8FF25
CK1044937A8541B800,mygene,D17S1718,CCL3L3,1,414062,CK0CCB44CB65A8FF25
CK4F9EE5918D1BC44E,mygene,G0S19-2,CCL3L3,1,414062,CK0CCB44CB65A8FF25
CK528043D33D3CEBB8,mygene,LD78,CCL3L3,1,414062,CK0CCB44CB65A8FF25
CKB604862D4EFADEE7,mygene,LD78BETA,CCL3L3,1,414062,CK0CCB44CB65A8FF25
CK885513D71DFE5C12,mygene,SCYA3L,CCL3L3,1,414062,CK0CCB44CB65A8FF25
CKD57A876668244250,mygene,SCYA3L1,CCL3L3,1,414062,CK0CCB44CB65A8FF25
CKC7B59803E703C625,mygene,CCL4,CCL4,1,6351,CKC7B59803E703C625
CK51D1769EC0583AC7,mygene,C-C motif chemokine ligand 4,CCL4,1,6351,CKC7B59803E703C625
CK253A3777C38AAD7B,mygene,ACT2,CCL4,1,6351,CKC7B59803E703C625
CK2556E4C1BF79A5DD,mygene,AT744.1,CCL4,1,6351,CKC7B59803E703C625
CK246407969192B514,mygene,G-26,CCL4,1,6351,CKC7B59803E703C625
CK8F2896F2C0FCF2D7,mygene,HC21,CCL4,1,6351,CKC7B59803E703C625
CK6884F4E25E50843F,mygene,LAG-1,CCL4,1,6351,CKC7B59803E703C625
CK39F0A020FBEBA195,mygene,LAG1,CCL4,1,6351,CKC7B59803E703C625
CK59B602CC04C84FB5,mygene,MIP-1-beta,CCL4,1,6351,CKC7B59803E703C625
CK7208E0E7587D367A,mygene,MIP1B,CCL4,1,6351,CKC7B59803E703C625
CK18CCA90E3B926654,mygene,MIP1B1,CCL4,1,6351,CKC7B59803E703C625
CK91560067E8449228,mygene,SCYA2,CCL4,1,6351,CKC7B59803E703C625
CK16DCC4488C3CC192,mygene,SCYA4,CCL4,1,6351,CKC7B59803E703C625
CK652D5CAB3F0C88C7,mygene,CCL4L1,CCL4L1,1,388372,CK652D5CAB3F0C88C7
CK7829047165F43F85,mygene,C-C motif chemokine ligand 4 like 1,CCL4L1,1,388372,CK652D5CAB3F0C88C7
CK2C3B6678313BB796,mygene,AT744.2,CCL4L1,1,388372,CK652D5CAB3F0C88C7
CK8BE4D87477B14A46,mygene,CCL4L,CCL4L1,1,388372,CK652D5CAB3F0C88C7
CK6307016D26231601,mygene,LAG-1,CCL4L1,1,388372,CK652D5CAB3F0C88C7
CK09F42684CBF36400,mygene,LAG1,CCL4L1,1,388372,CK652D5CAB3F0C88C7
CKA01CFE1135945C56,mygene,MIP-1-beta,CCL4L1,1,388372,CK652D5CAB3F0C88C7
CKE73119866068AFC0,mygene,SCYA4L,CCL4L1,1,388372,CK652D5CAB3F0C88C7
CK12EE4C436068C5E3,mygene,SCYA4L1,CCL4L1,1,388372,CK652D5CAB3F0C88C7
CK7FE533F2C1FEB910,mygene,SCYA4L2,CCL4L1,1,388372,CK652D5CAB3F0C88C7
CK0FE86457835E5500,mygene,CCL4L2,CCL4L2,1,9560,CK0FE86457835E5500
CKF371BAAF2EA0D54A,mygene,C-C motif chemokine ligand 4 like 2,CCL4L2,1,9560,CK0FE86457835E5500
CKC9620ACE1A4C2D9A,mygene,AT744.2,CCL4L2,1,9560,CK0FE86457835E5500
CKA92E0875B35CB3D0,mygene,CCL4L,CCL4L2,1,9560,CK0FE86457835E5500
CK90DA8E79F6EDA0D0,mygene,SCYA4L,CCL4L2,1,9560,CK0FE86457835E5500
CK604402B71D2D92D8,mygene,SCYQ4L2,CCL4L2,1,9560,CK0FE86457835E5500
CKA5462DC0F090F548,mygene,CCL5,CCL5,1,6352,CKA5462DC0F090F548
CK04B01D0E170C6A90,mygene,C-C motif chemokine ligand 5,CCL5,1,6352,CKA5462DC0F090F548
CK5D67D20EBF7A3E70,mygene,D17S136E,CCL5,1,6352,CKA5462DC0F090F548
CK6196A93C33B6E88A,mygene,RANTES,CCL5,1,6352,CKA5462DC0F090F548
CK67AC8DBCDEB92E92,mygene,SCYA5,CCL5,1,6352,CKA5462DC0F090F548
CKB996FFB18EED0654,mygene,SIS-delta,CCL5,1,6352,CKA5462DC0F090F548
CK5B2BC014CDE49564,mygene,SISd,CCL5,1,6352,CKA5462DC0F090F548
CK218342CBA1F3DB27,mygene,TCP228,CCL5,1,6352,CKA5462DC0F090F548
CK40EB56FF9FEC83A7,mygene,eoCP,CCL5,1,6352,CKA5462DC0F090F548
CKB05EE63CC58A791B,manual,CCL6,CCL6,1,,CKB05EE63CC58A791B
CK244FCD26237330CC,mygene,CCL7,CCL7,1,6354,CK244FCD26237330CC
CKEBB79C04860310F4,mygene,C-C motif chemokine ligand 7,CCL7,1,6354,CK244FCD26237330CC
CKF0DF084A9CA18B18,mygene,FIC,CCL7,1,6354,CK244FCD26237330CC
CK938663935E00AD0A,mygene,MARC,CCL7,1,6354,CK244FCD26237330CC
CKCCC56C221DAFFEC6,mygene,MCP-3,CCL7,1,6354,CK244FCD26237330CC
CKE397994D0CB436D3,mygene,MCP3,CCL7,1,6354,CK244FCD26237330CC
CKA02EC556320049C6,mygene,NC28,CCL7,1,6354,CK244FCD26237330CC
CK143999948A004F93,mygene,SCYA6,CCL7,1,6354,CK244FCD26237330CC
CKBF6D22C74BCE2BE4,mygene,SCYA7,CCL7,1,6354,CK244FCD26237330CC
CK7295747A948A10C5,mygene,CCL8,CCL8,1,6355,CK7295747A948A10C5
CK51B6AA25BDB71B6C,mygene,C-C motif chemokine ligand 8,CCL8,1,6355,CK7295747A948A10C5
CK5192829DE5439492,mygene,HC14,CCL8,1,6355,CK7295747A948A10C5
CK45D19A3E9F5B0CC0,mygene,MCP-2,CCL8,1,6355,CK7295747A948A10C5
CKF042DFC4E7C81F2A,mygene,MCP2,CCL8,1,6355,CK7295747A948A10C5
CK44993DE33F0E5CEA,mygene,SCYA10,CCL8,1,6355,CK7295747A948A10C5
CKA9D2DA2D9D709995,mygene,SCYA8,CCL8,1,6355,CK7295747A948A10C5
CK4D7CB6A38A86018E,manual,CCL9,CCL9,1,,CK4D7CB6A38A86018E
CKB4A58D7EF45C45C0,cameron,CD153,CD153,1,,CKB4A58D7EF45C45C0
CKDB38E36EFC121A94,cameron,CD30L,CD153,1,,CKB4A58D7EF45C45C0
CKF6DD18DF39412BE9,manual,CD153,CD153,1,,CKB4A58D7EF45C45C0
CK9B25659E4967BBAF,manual,TNFSF8,CD153,1,,CKB4A58D7EF45C45C0
CK64C4AB510CA1ACA7,cameron,CD154,CD154,1,,CK64C4AB510CA1ACA7
CKC645FE6112316D36,cameron,CD40L,CD154,1,,CK64C4AB510CA1ACA7
CKC21801E91CAA270F,cameron,TRAP,CD154,1,,CK64C4AB510CA1ACA7
CK8B73724902E02B80,cameron,CD178,CD178,1,,CK8B73724902E02B80
CK4009A338846FC5B6,cameron,FasL,CD178,1,,CK8B73724902E02B80
CK683096FC1829EFE3,manual,CD258,CD258,1,,CK683096FC1829EFE3
CK595013340B06BEA7,manual,TNFSF14,CD258,1,,CK683096FC1829EFE3
CK5D414D323B3B33D2,manual,CD40LG,CD40LG,1,,CK5D414D323B3B33D2
CK71215FFBE85D1298,cameron,CD70,CD70,1,,CK71215FFBE85D1298
CK55964D563C345206,cameron,CD27L,CD70,1,,CK71215FFBE85D1298
CK5D2BDC75468E66FF,mygene,CKLF,CKLF,1,51192,CK5D2BDC75468E66FF
CKAAC7BF793E6FAD3A,mygene,chemokine like factor,CKLF,1,51192,CK5D2BDC75468E66FF
CK4E1775A716809A46,mygene,C32,CKLF,1,51192,CK5D2BDC75468E66FF
CK797A533504A2A71E,mygene,CKLF1,CKLF,1,51192,CK5D2BDC75468E66FF
CK250AE95AB780C32A,mygene,CKLF2,CKLF,1,51192,CK5D2BDC75468E66FF
CKAD9ADFA9602F58C3,mygene,CKLF3,CKLF,1,51192,CK5D2BDC75468E66FF
CK4B2E0298E5DDD6AD,mygene,CKLF4,CKLF,1,51192,CK5D2BDC75468E66FF
CKC50DA742A487B78E,mygene,HSPC224,CKLF,1,51192,CK5D2BDC75468E66FF
CKC57A2A76D1FC3DA3,mygene,UCK-1,CKLF,1,51192,CK5D2BDC75468E66FF
CK5C37CFFE5C63276C,manual,CSF1,CSF1,1,,CK5C37CFFE5C63276C
CKF8003AFEAF51533B,manual,CSF-1,CSF1,1,,CK5C37CFFE5C63276C
CK1F031FE92C4F4A3B,manual,Monocyte-CSF,CSF1,1,,CK5C37CFFE5C63276C
CK3748D58F16EB235E,manual,M-CSF,CSF1,1,,CK5C37CFFE5C63276C
CK8FA62263159F4467,manual,MCSF,CSF1,1,,CK5C37CFFE5C63276C
CKF6FDD69AB8889E23,manual,CSF2,CSF2,1,,CKF6FDD69AB8889E23
CK642986D169CE4E52,manual,CSF-2,CSF2,1,,CKF6FDD69AB8889E23
CK42C846A199F37E97,manual,CSF3,CSF3,1,,CK42C846A199F37E97
